table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 7th to 10th May 2020,NET: Trust,19,10,8,2,-,4,8,1,1,3,9,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 7th to 10th May 2020,5 - Trust completely,2,2,-,-,-,-,1,-,-,1,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 7th to 10th May 2020,4,16,8,8,2,-,4,7,1,1,1,7,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 7th to 10th May 2020,3,53,16,37,12,12,7,16,9,3,7,12,12,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 7th to 10th May 2020,2,41,20,22,6,6,11,13,5,3,4,13,11,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 7th to 10th May 2020,1 - Do not trust at all,15,10,5,2,2,5,4,3,1,1,4,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 7th to 10th May 2020,NET: Do not trust,56,30,27,7,7,16,17,7,4,5,17,17,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 7th to 10th May 2020,Mean,2.61,2.52,2.67,2.68,2.54,2.38,2.69,2.48,2.5,2.87,2.71,2.37,2.74,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,0.92,1.08,0.78,0.76,0.66,0.97,0.97,0.83,0.97,1.02,0.99,1.01,0.86,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,87,45,42,6,5,20,27,15,7,12,28,18,13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,93*,46*,47*,6**,5**,22**,32**,15**,5**,12**,33**,17**,16**,27**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,NET: Trust,26,14,11,2,1,6,11,4,-,3,12,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,5 - Trust completely,5,5,*,-,-,-,3,2,-,1,3,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,4,20,10,11,2,1,6,8,2,-,2,10,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,3,39,16,23,2,2,7,14,9,3,5,9,9,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,2,22,13,9,2,2,6,5,3,2,2,7,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,1 - Do not trust at all,7,3,4,-,-,3,2,-,-,2,5,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,NET: Do not trust,28,16,13,2,2,9,8,3,2,4,12,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,Mean,2.95,3,2.9,2.94,2.65,2.72,3.11,3.17,2.53,2.86,2.96,3.13,2.77,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,0.99,1.09,0.89,0.91,0.8,1.03,1.04,0.88,0.56,1.13,1.21,0.87,0.51,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,103,51,52,16,15,26,21,15,11,14,26,27,16,34,6,3,10,14,10,7,3,7,21,14,5,3,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,100*,51*,49*,18**,18**,23**,20**,16**,10**,13**,25**,27**,17**,31**,6**,2**,9**,13**,12**,6**,3**,7**,17**,15**,7**,2**,89*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,23,11,12,1,1,6,4,3,5,4,4,4,7,8,1,-,2,2,2,3,-,2,5,6,-,-,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,6,5,2,-,-,2,1,2,1,1,1,*,2,3,1,-,1,-,-,2,-,1,2,-,-,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,4,17,6,10,1,1,5,3,1,4,3,2,4,6,5,*,-,1,2,2,1,-,1,3,6,-,-,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,3,43,21,22,6,6,8,12,6,4,7,11,9,7,16,3,1,5,6,7,1,1,5,7,6,-,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,2,23,14,9,8,8,7,3,4,-,2,8,8,3,4,1,1,1,4,1,1,3,-,3,3,4,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,11,4,6,4,3,2,1,3,1,-,3,5,-,3,-,-,1,-,2,1,-,-,3,-,3,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,34,19,15,11,11,8,4,7,1,2,10,13,3,7,1,1,2,4,3,2,3,-,6,3,7,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,Mean,2.85,2.87,2.84,2.25,2.28,2.93,2.99,2.68,3.35,3.16,2.69,2.51,3.34,3.01,3.25,2.6,2.93,2.86,2.77,3.24,2.17,3.36,2.89,3.14,1.53,2.54,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,1.03,1.07,1.01,0.84,0.82,1.05,0.87,1.26,1.17,0.81,0.98,1.02,0.92,1.06,1.06,0.66,1.16,0.73,1,1.65,0.45,0.71,1.22,0.78,0.54,-,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,98,51,47,17,17,13,23,20,17,8,24,30,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,96*,50*,46*,22**,22**,13**,18**,16**,18**,9**,22**,31**,18**,25**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,NET: Trust,24,13,11,5,5,3,6,1,6,3,5,6,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,5 - Trust completely,1,1,-,-,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,4,23,12,11,5,5,3,5,1,6,3,5,6,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,3,29,15,15,4,4,2,8,8,5,3,5,9,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,2,30,15,15,7,7,7,3,6,4,2,9,8,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,1 - Do not trust at all,13,7,6,6,6,1,1,1,3,-,2,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,NET: Do not trust,43,22,21,13,13,8,4,8,7,2,12,16,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,Mean,2.68,2.72,2.64,2.32,2.32,2.56,3.04,2.53,2.75,3.15,2.6,2.46,3.2,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,1.02,1.05,0.99,1.12,1.12,1.01,1.01,0.78,1.09,0.84,0.99,1.07,1.08,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,93,52,41,12,11,17,18,18,9,19,22,19,24,28,6,3,10,7,7,11,3,10,11,16,4,5,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,100*,62*,38*,16**,15**,18**,21**,19**,8**,17**,24**,23**,25**,28**,6**,2**,13**,10**,5**,10**,3**,10**,14**,16**,6**,4**,86*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,NET: Trust,29,21,8,5,3,5,5,6,3,6,7,5,10,7,3,-,2,3,1,3,1,4,6,5,2,-,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,5 - Trust completely,4,3,1,-,-,-,-,2,1,1,1,-,-,3,-,-,-,-,-,1,1,1,-,2,-,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,4,25,18,7,5,3,5,5,4,2,4,5,5,10,4,3,-,2,3,1,2,-,3,6,2,2,-,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,3,47,31,16,7,7,12,10,9,2,8,11,14,8,14,1,1,7,7,2,4,2,3,6,9,1,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,2,15,5,10,3,3,*,6,1,3,2,5,2,3,5,2,-,1,-,1,2,-,2,2,2,3,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,1 - Do not trust at all,8,5,3,1,1,2,1,2,-,2,1,3,3,2,1,1,2,1,1,1,*,1,-,-,-,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,NET: Do not trust,24,10,14,5,5,2,6,4,3,4,6,5,6,7,3,1,4,1,2,2,*,3,2,2,3,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,Mean,3.02,3.14,2.81,2.9,2.79,3.02,2.88,3.15,3.21,3.06,3.06,2.89,3.05,3.06,2.84,2.07,2.67,3.18,2.85,3.09,3.3,3.11,3.29,3.3,2.85,2.37,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,0.96,0.94,0.97,0.94,0.92,0.84,0.8,1.12,1.08,1.12,0.94,0.89,1.03,1.01,1.25,1.31,0.98,0.72,1.09,1.03,1.56,1.13,0.73,0.87,0.97,0.9,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,109,52,57,18,14,25,20,17,15,14,37,31,10,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,112*,57*,55*,19**,14**,28**,22**,18**,13**,12**,35*,33**,12**,32**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,NET: Trust,26,13,13,3,1,4,9,5,4,1,12,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,5 - Trust completely,7,1,5,1,-,1,1,2,2,-,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,4,19,12,8,2,1,4,7,3,2,1,11,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,3,41,21,20,5,3,10,10,3,4,9,11,5,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,2,24,14,10,3,3,7,3,5,5,1,5,10,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,1 - Do not trust at all,22,8,13,8,8,6,-,5,1,2,6,13,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,NET: Do not trust,45,22,23,10,10,13,3,10,6,3,11,23,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,Mean,2.7,2.71,2.68,2.26,1.78,2.5,3.32,2.54,2.86,2.72,2.89,2.15,3.35,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,1.14,1.04,1.25,1.3,0.99,1.07,0.81,1.37,1.18,0.85,1.14,1.27,0.8,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,88,33,55,11,11,22,16,16,11,12,20,29,17,22,6,7,8,6,4,10,2,10,20,13,-,2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,93*,32**,61*,13**,13**,23**,14**,17**,11**,15**,17**,34**,17**,25**,6**,9**,10**,5**,3**,10**,1**,9**,22**,14**,-**,3**,82*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,20,9,11,1,1,6,4,4,-,5,6,5,4,4,2,1,1,-,1,2,1,1,7,3,-,-,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,6,2,4,-,-,2,1,2,-,1,3,3,-,-,-,-,1,-,1,-,-,1,3,-,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 6th to 8th November 2020,4,14,7,7,1,1,4,3,2,-,4,3,2,4,4,2,1,-,-,-,2,1,-,4,3,-,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 6th to 8th November 2020,3,37,11,26,5,5,8,7,6,7,4,7,14,8,8,2,3,4,4,2,2,1,4,11,3,-,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 6th to 8th November 2020,2,27,11,16,5,5,4,2,6,4,6,2,11,4,9,-,2,4,1,1,4,-,4,4,6,-,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 55,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Mirror ( online ),ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,10,2,8,3,3,5,1,1,-,-,2,4,1,3,2,2,1,1,-,1,-,-,-,2,-,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
