table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Currently furloughed / reduced hours / employer imposed temporary leave of absence as a result of the Coronavirus,377,202,175,57,57,92,71,86,55,16,97,107,103,70,31,15,31,41,36,27,15,30,52,65,25,9,,69,309,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Working,745,415,330,77,75,188,177,165,100,39,220,279,146,101,77,32,86,57,58,48,22,77,104,99,62,25,,257,475,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Employed,671,365,306,76,74,177,165,140,82,31,202,253,125,92,70,30,70,56,54,45,19,62,95,92,55,22,,255,403,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Working full time working 30 hours per week or more,555,328,227,66,66,150,142,117,63,17,177,210,99,69,60,25,55,43,44,41,14,51,83,77,44,18,,214,336,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Working part-time working between 8 and 29 hours per week,116,38,78,10,9,27,22,23,19,14,25,43,25,23,10,5,15,13,10,5,5,12,12,14,11,3,,40,67,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Self-employed,74,50,24,1,1,11,12,25,18,8,18,26,21,9,6,2,16,1,4,3,2,14,8,7,7,3,,2,72,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Self-employed - working 30 hours per week or more,30,21,9,1,1,6,5,6,9,4,8,10,10,2,4,-,9,1,*,2,-,6,2,2,4,-,,2,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Self-employed - working between 8 and 29 hours per week,44,29,15,-,-,4,8,19,9,4,10,16,11,7,2,2,7,1,4,1,2,8,6,5,3,3,,-,44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,1023,1070,289,247,349,324,360,301,469,569,590,425,509,175,83*,231,171,183,150,99*,197,276,286,179,63*,,330,849,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Not working,971,406,564,155,115,70,76,109,146,415,252,205,176,338,67,36,115,73,88,75,63,90,121,123,92,29,,4,65,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Not working but seeking work or temporarily unemployed or sick,124,70,54,27,26,17,21,32,23,4,21,21,19,63,8,3,14,13,11,7,5,10,21,19,12,1,,-,39,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Not working and not seeking work,144,58,86,7,7,23,16,45,38,14,14,22,17,90,11,4,17,13,7,18,7,12,20,21,8,7,,4,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Student,134,47,87,115,77,13,5,-,-,1,44,46,17,28,8,2,11,12,13,9,11,8,22,23,14,-,,-,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Retired on a state pension only,124,44,80,-,-,-,1,-,1,122,17,9,20,78,10,6,16,11,14,10,7,8,13,15,14,-,,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Retired with a private pension,335,175,160,-,-,-,-,3,63,270,140,90,80,26,20,17,39,18,29,25,25,34,42,39,35,13,,-,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 401,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,"House person, housewife, househusband, etc.",109,11,98,5,5,16,34,30,20,5,15,18,23,53,10,4,17,6,15,7,7,17,4,6,8,7,,-,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,834,656,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Currently furloughed / reduced hours / employer imposed temporary leave of absence as a result of the Coronavirus,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,186,275,89,117,174,42,138,36,42,93,113,324,3,109,44,19,146,112,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Working,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,347,554,224,279,307,68,210,69,60,233,224,660,15,218,110,40,293,233,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Employed,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,310,491,195,248,282,62,192,64,54,204,197,592,11,191,106,39,253,220,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Working full time working 30 hours per week or more,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,251,405,159,203,233,52,159,55,47,176,158,488,10,151,97,30,215,176,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Working part-time working between 8 and 29 hours per week,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,60,85,36,45,49,10,33,9,7,28,39,104,1,41,9,9,38,44,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Self-employed,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,37,64,29,31,26,7,18,5,6,29,28,68,4,26,4,1,40,13,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Self-employed - working 30 hours per week or more,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,18,26,8,13,9,4,5,2,3,12,13,28,2,12,-,1,16,4,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Self-employed - working between 8 and 29 hours per week,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,18,38,21,18,17,2,14,3,3,17,15,41,1,15,4,-,24,9,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Not working,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,482,733,307,328,332,71,269,51,61,239,283,870,14,355,90,40,370,327,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Not working but seeking work or temporarily unemployed or sick,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,53,87,30,34,51,14,38,5,5,31,39,108,3,35,22,3,38,57,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Not working and not seeking work,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,70,98,32,51,48,15,38,10,10,38,49,119,1,54,6,9,29,58,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Student,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,49,95,36,42,63,20,38,9,11,41,40,111,-,30,26,7,62,46,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Retired on a state pension only,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,79,97,31,41,31,10,29,8,9,26,35,114,4,53,7,5,37,44,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Retired with a private pension,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,176,295,149,129,80,9,71,16,19,77,87,326,6,160,20,13,155,90,,,,,,,,,,,,,,,,,,,,,
Table 402,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,"House person, housewife, househusband, etc.",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,56,62,30,31,59,3,54,4,7,25,34,92,-,23,8,3,48,32,,,,,,,,,,,,,,,,,,,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,168,145,133,273,124,105,691,785,691,450,1682,479,1876,1969,2019,2092,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Currently furloughed / reduced hours / employer imposed temporary leave of absence as a result of the Coronavirus,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,35,35,28,42,20,20,133,167,144,97,286,114,318,352,360,377,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Working,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,41,51,32,92,41,38,226,250,262,161,580,162,666,686,707,745,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Employed,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,37,49,27,77,37,34,197,230,239,142,516,144,602,616,635,671,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Working full time working 30 hours per week or more,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,32,40,21,68,32,27,167,188,200,112,427,121,495,508,526,555,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Working part-time working between 8 and 29 hours per week,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,8,6,9,5,7,30,42,40,30,89,24,107,108,109,116,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Self-employed,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,5,15,4,4,29,20,23,19,64,18,63,70,73,74,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Self-employed - working 30 hours per week or more,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,6,2,2,12,8,8,9,25,7,27,29,29,30,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Self-employed - working between 8 and 29 hours per week,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,9,2,2,18,12,15,10,39,11,36,41,44,44,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Not working,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,88,55,69,132,56,43,327,363,292,186,804,202,892,936,954,969,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Not working but seeking work or temporarily unemployed or sick,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,7,8,13,5,9,39,40,33,24,98,31,119,120,123,123,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Not working and not seeking work,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,6,3,17,5,2,46,63,37,27,117,28,133,136,140,144,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Student,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,28,14,13,19,15,8,56,44,52,19,99,32,119,129,132,134,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Retired on a state pension only,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,8,12,16,11,4,33,48,33,31,103,14,120,119,123,124,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Retired with a private pension,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,11,19,49,17,14,115,122,92,70,297,67,297,330,330,335,-,,,
Table 403,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,"House person, housewife, househusband, etc.",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,9,8,14,18,4,5,38,46,45,15,90,30,104,104,105,109,-,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,2127,1045,1082,274,243,371,302,348,332,500,694,595,365,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2127,1040,1087,293,254,355,329,366,306,477,579,600,432,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Currently furloughed / reduced hours / employer imposed temporary leave of absence as a result of the Coronavirus,399,195,204,55,54,93,89,87,53,22,99,93,121,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,NET: Working,737,411,327,71,71,204,158,173,97,34,230,269,161,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,NET: Employed,634,340,295,66,66,190,135,154,75,15,196,234,135,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Working full time working 30 hours per week or more,518,306,212,53,53,170,112,126,47,11,167,202,105,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Working part-time working between 8 and 29 hours per week,116,34,83,12,12,20,23,28,28,5,29,32,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,NET: Self-employed,103,71,32,6,6,13,23,20,23,18,34,36,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Self-employed - working 30 hours per week or more,36,31,5,1,1,7,6,4,11,7,13,11,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Self-employed - working between 8 and 29 hours per week,67,40,27,5,5,6,17,15,11,12,21,24,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,NET: Not working,990,434,556,167,129,58,83,105,156,422,250,237,149,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2127,1040,1087,293,254,355,329,366,306,477,579,600,432,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Not working but seeking work or temporarily unemployed or sick,117,67,50,22,22,17,21,32,24,1,19,15,18,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Not working and not seeking work,142,60,82,12,11,19,28,41,32,10,11,16,13,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Student,134,46,88,129,93,5,-,-,-,-,43,51,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Retired on a state pension only,127,34,92,-,-,-,-,-,-,127,12,14,14,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Retired with a private pension,352,213,139,-,-,-,-,4,69,279,147,125,55,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 105,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,"House person, housewife, househusband, etc.",118,13,105,3,3,17,34,28,31,4,18,16,31,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 103,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,2106,1041,1065,269,238,331,326,350,327,503,544,621,393,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 103,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,2106,1030,1076,291,256,351,326,362,303,472,573,594,427,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 103,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Currently furloughed / reduced hours / employer imposed temporary leave of absence as a result of the Coronavirus,388,182,207,50,47,99,72,81,70,17,102,121,100,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 103,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,NET: Working,737,430,307,95,95,200,166,165,80,31,194,249,170,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 103,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,NET: Employed,661,375,285,92,91,188,156,136,69,20,180,225,145,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 103,"Please indicate which of the following best describes your working status today, taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Working full time working 30 hours per week or more,553,338,215,80,80,168,133,107,55,10,161,191,118,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
