table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s)
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Working,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,84,88,62,140,67,60,373,441,422,263,911,288,1040,1092,1124,1178,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Employed,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,77,84,54,121,59,56,330,401,386,240,815,253,935,978,1008,1057,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Working full time working 30 hours per week or more,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,58,63,39,96,49,43,262,315,306,190,643,204,736,775,804,845,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Working part-time working between 8 and 29 hours per week,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,19,21,15,25,11,13,68,85,80,50,172,49,199,203,204,212,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Self-employed,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,7,19,7,4,43,41,36,24,96,35,105,114,117,121,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Self-employed - working 30 hours per week or more,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,6,16,6,3,33,29,21,17,66,27,75,80,82,84,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Self-employed - working between 8 and 29 hours per week,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,*,10,11,15,7,30,8,30,34,35,37,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Not working,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,80,52,67,127,51,42,313,339,275,180,758,190,835,882,897,913,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Not working but seeking work or temporarily unemployed or sick,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,6,7,10,1,8,29,27,26,20,69,19,82,84,86,87,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Not working and not seeking work,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,5,2,12,4,1,36,51,29,20,97,25,112,115,119,120,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Student,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,29,14,14,22,15,10,62,47,54,25,109,35,128,138,141,146,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Retired on a state pension only,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,8,8,12,16,11,4,32,47,34,29,102,14,118,117,121,123,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,Retired with a private pension,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,26,11,19,49,16,13,116,123,91,71,296,68,295,328,329,334,-
Table 400,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 22nd to 24th May 2020,"House person, housewife, househusband, etc.",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,8,14,18,4,5,38,43,42,15,86,29,100,99,101,105,-
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,2127,1045,1082,274,243,371,302,348,332,500,694,595,365,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2127,1040,1087,293,254,355,329,366,306,477,579,600,432,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,NET: Working,1198,643,554,130,130,307,256,277,163,64,341,371,295,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,NET: Employed,1045,542,503,121,120,289,228,240,125,42,300,323,259,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Working full time working 30 hours per week or more,848,493,354,97,97,263,185,198,85,20,252,268,210,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Working part-time working between 8 and 29 hours per week,197,49,148,24,23,26,42,42,41,22,48,55,49,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,NET: Self-employed,153,101,52,10,10,19,28,37,37,21,42,48,36,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Self-employed - working 30 hours per week or more,97,76,21,6,6,12,17,30,24,8,22,26,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Self-employed - working between 8 and 29 hours per week,56,25,31,4,4,7,12,7,13,13,20,22,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,NET: Not working,929,397,533,163,125,48,73,88,144,414,237,229,137,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Not working but seeking work or temporarily unemployed or sick,75,45,30,14,14,9,19,20,12,-,11,9,7,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Not working and not seeking work,124,47,77,12,10,16,23,36,31,6,7,11,13,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2127,1040,1087,293,254,355,329,366,306,477,579,600,432,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Student,139,47,92,133,97,6,-,-,-,-,43,55,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Retired on a state pension only,126,31,95,-,-,-,-,-,1,125,11,14,14,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,Retired with a private pension,350,214,136,-,-,-,-,4,68,279,147,125,55,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 7th to 10th May 2020,"House person, housewife, househusband, etc.",116,13,103,3,3,17,32,28,31,4,18,16,30,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,2106,1041,1065,269,238,331,326,350,327,503,544,621,393,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,2106,1030,1076,291,256,351,326,362,303,472,573,594,427,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,NET: Working,1186,637,548,152,149,307,256,262,162,47,309,379,282,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,NET: Employed,1069,568,501,147,144,291,234,223,141,32,287,343,247,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Working full time working 30 hours per week or more,865,511,354,119,119,256,192,179,105,14,249,290,196,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Working part-time working between 8 and 29 hours per week,204,57,147,28,26,35,42,44,36,18,38,53,51,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,NET: Self-employed,117,70,47,5,5,16,22,38,21,15,22,36,35,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Self-employed - working 30 hours per week or more,70,53,18,1,1,10,13,29,8,9,12,21,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Self-employed - working between 8 and 29 hours per week,47,17,30,4,4,6,9,9,13,6,10,15,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,NET: Not working,920,392,528,139,106,44,70,101,141,426,264,214,145,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Not working but seeking work or temporarily unemployed or sick,96,53,43,15,15,11,23,29,16,2,5,3,17,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Not working and not seeking work,87,44,44,8,8,5,8,27,32,7,9,8,5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,2106,1030,1076,291,256,351,326,362,303,472,573,594,427,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Student,131,55,75,112,80,12,5,2,-,-,50,50,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Retired on a state pension only,98,27,71,-,-,-,-,1,1,96,14,7,10,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,Retired with a private pension,394,200,194,-,-,-,1,2,74,317,170,134,65,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 24th to 26th April 2020,"House person, housewife, househusband, etc.",115,14,101,3,3,16,33,39,18,5,15,12,33,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,2126,1014,1112,222,190,341,393,415,314,441,616,610,426,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,2126,1040,1086,293,252,355,329,366,306,477,579,599,432,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,NET: Working,1197,614,583,129,128,294,263,267,173,70,320,381,292,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,NET: Employed,1059,537,522,117,116,274,238,230,147,52,280,347,260,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Working full time working 30 hours per week or more,852,487,366,95,95,232,193,193,112,28,241,298,197,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Working part-time working between 8 and 29 hours per week,206,50,156,22,21,43,45,37,35,24,39,49,64,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,NET: Self-employed,138,77,61,12,12,20,25,37,26,19,39,34,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Self-employed - working 30 hours per week or more,91,55,36,10,10,16,14,29,15,8,28,23,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Self-employed - working between 8 and 29 hours per week,47,22,25,1,1,4,11,9,11,10,11,11,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,NET: Not working,929,426,503,164,124,61,66,98,134,406,259,218,140,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Not working but seeking work or temporarily unemployed or sick,78,49,29,18,18,10,12,21,14,3,4,13,7,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Not working and not seeking work,114,54,60,10,9,16,18,34,27,9,7,8,11,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,2126,1040,1086,293,252,355,329,366,306,477,579,599,432,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Student,145,64,81,131,93,5,6,1,-,1,39,58,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Retired on a state pension only,92,22,70,-,-,-,*,1,1,90,13,8,13,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,Retired with a private pension,357,219,138,-,-,-,-,2,61,294,180,116,43,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 5th to 7th June 2020,"House person, housewife, househusband, etc.",144,18,126,4,4,29,30,41,30,9,17,15,47,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,2150,1042,1108,267,235,319,335,394,327,508,681,626,336,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,2150,1051,1099,297,260,359,333,370,310,481,585,606,436,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,NET: Working,1210,642,568,157,156,277,276,283,169,48,348,391,260,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,NET: Employed,1082,573,509,151,150,261,259,239,136,36,313,355,229,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Working full time working 30 hours per week or more,867,515,353,127,127,228,214,192,90,17,269,291,161,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Working part-time working between 8 and 29 hours per week,215,58,157,24,23,33,45,47,46,19,45,64,68,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,NET: Self-employed,128,70,59,6,6,16,17,44,33,12,34,36,31,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
