start_date,end_date,question,response,total,male,female,16-24,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade
2020-04-24,2020-04-26,altered_behaviour_over_last_week,BBC - TV,230,110,120,35,57,65,44,63
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Direct from Government website/ email/ text/ post,107,45,62,24,36,23,20,28
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,97,31,66,25,34,26,16,21
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Sky,75,40,35,11,14,20,23,18
2020-04-24,2020-04-26,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",10,6,3,2,3,2,3,2
2020-04-24,2020-04-26,altered_behaviour_over_last_week,ITV,65,28,37,11,20,16,12,17
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Family and friends directly,57,22,35,12,18,17,8,14
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Facebook,45,24,21,7,7,9,17,13
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Official scientists,33,17,17,4,18,6,4,5
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,29,13,16,5,6,7,12,4
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Weighted base,2067,1016,1051,281,569,580,419,499
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,27,10,17,3,13,4,3,7
2020-04-24,2020-04-26,altered_behaviour_over_last_week,BBC - Online/ app,60,34,27,15,22,16,6,16
2020-04-24,2020-04-26,altered_behaviour_over_last_week,People in your local area/neighbourhood,8,5,3,0,3,4,1,0
2020-04-24,2020-04-26,altered_behaviour_over_last_week,BBC - Radio,43,25,18,13,16,16,6,5
2020-04-24,2020-04-26,altered_behaviour_over_last_week,STV,7,3,4,0,0,3,3,1
2020-04-24,2020-04-26,altered_behaviour_over_last_week,ITV Wales,8,3,4,2,3,2,1,2
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Traditional media,396,183,213,74,113,111,78,95
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Other online news sources,37,18,19,7,9,8,15,5
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Closed groups,10,5,5,3,2,7,1,0
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),17,7,10,2,5,5,1,6
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),51,28,23,10,7,14,17,13
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Social Media,76,40,36,19,19,15,21,21
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Officials,202,86,115,36,72,49,32,48
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Newspapers (printed and online),55,23,32,6,18,25,4,7
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: BBC services,278,136,142,49,80,80,49,69
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,160,80,80,24,37,42,40,42
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Broadcasters,363,175,188,66,101,96,74,92
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Weighted base,2067,1016,1051,281,569,580,419,499
2020-04-24,2020-04-26,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,62,25,36,12,20,20,8,14
2020-04-24,2020-04-26,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,0,0,0,1,0,0
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Weighted base,2067,1016,1051,281,569,580,419,499
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Snapchat,7,3,4,3,3,2,1,1
2020-04-24,2020-04-26,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),7,1,6,0,3,3,1,0
2020-04-24,2020-04-26,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1458,731,727,160,387,422,298,351
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Facebook messenger,6,3,3,3,0,5,1,0
2020-04-24,2020-04-26,altered_behaviour_over_last_week,WhatsApp group(s),6,3,3,0,2,3,1,0
2020-04-24,2020-04-26,altered_behaviour_over_last_week,UTV,4,2,2,0,1,0,1,1
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Podcasts,4,1,3,3,2,0,1,1
2020-04-24,2020-04-26,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),3,1,2,0,0,2,1,1
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Apple iMessage,2,0,2,0,0,2,0,0
2020-04-24,2020-04-26,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",1,0,1,0,0,0,1,0
2020-04-24,2020-04-26,altered_behaviour_over_last_week,Celebrity and/or social media influencer,5,2,3,0,,2,2,1
2020-05-01,2020-05-03,altered_behaviour_over_last_week,“Mid-market tabloids” such as MailOnline or Express ( online ),15,8,7,1,4,4,2,5
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Weighted base,2107,1029,1079,289,580,600,422,505
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Email,14,11,4,1,5,1,3,6
2020-05-01,2020-05-03,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",11,6,6,2,5,2,3,2
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Advertising,10,5,6,3,2,2,0,6
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Other,11,5,5,2,5,3,1,1
2020-05-01,2020-05-03,altered_behaviour_over_last_week,STV,10,7,4,2,4,0,5,2
2020-05-01,2020-05-03,altered_behaviour_over_last_week,WhatsApp group(s),10,7,3,0,6,5,0,0
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Channel 5,9,6,3,0,3,1,4,2
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Community radio,9,5,4,1,3,1,1,4
2020-05-01,2020-05-03,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian,11,5,6,1,6,3,2,1
2020-05-01,2020-05-03,altered_behaviour_over_last_week,People in your local area/neighbourhood,17,8,8,4,9,2,3,3
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Official scientists,25,16,9,4,10,3,5,7
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Direct from Local council website/ email/ text/ post,20,7,13,1,8,2,6,4
2020-05-01,2020-05-03,altered_behaviour_over_last_week,WhatsApp,21,13,8,3,6,9,4,2
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Twitter,22,15,8,8,12,5,4,2
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Commercial Radio,24,16,9,0,8,1,5,9
2020-05-01,2020-05-03,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian ( online ),26,13,12,6,12,6,2,6
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Direct from Local health service website/ email/ text/ post,28,14,13,3,17,6,0,4
2020-05-01,2020-05-03,altered_behaviour_over_last_week,YouTube,28,19,9,7,8,6,5,9
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,31,14,17,7,8,8,9,6
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Weighted base,2107,1029,1079,289,580,600,422,505
2020-05-01,2020-05-03,altered_behaviour_over_last_week,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),9,7,1,0,2,1,4,2
2020-05-01,2020-05-03,altered_behaviour_over_last_week,BBC - Radio,39,28,11,8,13,9,8,9
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Search engine (e.g. Google),39,28,11,7,13,4,11,10
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Channel 4,18,9,9,4,7,2,5,4
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Podcasts,7,4,2,0,1,3,0,2
2020-05-01,2020-05-03,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1455,699,756,165,395,431,265,363
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Weighted base,2107,1029,1079,289,580,600,422,505
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Social Media,83,38,45,18,24,23,21,16
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,39,15,24,8,17,6,7,8
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),53,21,32,7,9,15,16,13
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),26,17,9,3,10,10,4,2
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Closed groups,13,10,3,1,7,6,1,0
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Other online news sources,36,17,19,8,9,10,12,6
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,85,40,45,20,31,23,14,16
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Traditional media,439,229,209,86,123,96,123,97
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Officials,204,104,100,40,67,54,37,46
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Newspapers (printed and online),59,31,28,9,21,13,11,15
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: BBC services,331,172,159,62,93,78,92,69
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,151,80,71,30,40,20,53,38
2020-05-01,2020-05-03,altered_behaviour_over_last_week,NET: Broadcasters,399,208,191,82,110,89,117,84
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Weighted base,2107,1029,1079,289,580,600,422,505
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Snapchat,1,0,1,1,0,1,0,0
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Celebrity and/or social media influencer,1,1,0,0,0,0,0,1
2020-05-01,2020-05-03,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),2,1,1,0,1,0,0,1
2020-05-01,2020-05-03,altered_behaviour_over_last_week,UTV,2,2,0,0,2,0,0,0
2020-05-01,2020-05-03,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",2,1,1,0,1,0,1,0
2020-05-01,2020-05-03,altered_behaviour_over_last_week,ITV Wales,2,0,2,0,1,1,0,
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Magazines,3,3,0,0,3,0,0,0
2020-05-01,2020-05-03,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),3,2,1,0,1,0,1,1
2020-05-01,2020-05-03,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",4,3,1,0,3,0,1,0
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Facebook messenger,4,4,,1,1,2,1,0
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Instagram,4,3,1,1,,0,3,1
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Apple iMessage,5,4,1,3,2,1,0,2
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Facebook,50,18,31,6,8,12,16,13
2020-05-01,2020-05-03,altered_behaviour_over_last_week,ITV,84,42,42,11,17,13,29,25
2020-05-01,2020-05-03,altered_behaviour_over_last_week,BBC - Online/ app,89,54,35,23,31,17,25,16
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,91,49,42,17,31,21,15,23
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Direct from Government website/ email/ text/ post,107,54,53,23,34,31,19,22
2020-05-01,2020-05-03,altered_behaviour_over_last_week,BBC - TV,263,130,133,46,74,57,72,60
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Weighted base,2107,1029,1079,289,580,600,422,505
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Unweighted base,2113,1021,1092,261,675,621,327,490
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Sky,70,46,24,15,18,11,26,16
2020-05-01,2020-05-03,altered_behaviour_over_last_week,Family and friends directly,80,37,42,20,30,23,11,16
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,28,12,16,8,9,7,2,10
2020-05-07,2020-05-10,altered_behaviour_over_last_week,UTV,2,2,0,0,1,1,1,0
2020-05-07,2020-05-10,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",3,1,2,0,0,0,0,3
2020-05-07,2020-05-10,altered_behaviour_over_last_week,STV,3,2,1,1,1,1,0,1
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Apple iMessage,3,2,2,0,1,1,0,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,ITV Wales,4,3,1,0,0,3,1,0
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Snapchat,5,4,1,4,4,1,0,0
2020-05-07,2020-05-10,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),4,1,3,1,3,0,0,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),5,3,2,0,4,1,0,0
2020-05-07,2020-05-10,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,0,0,0,1,0,0
2020-05-07,2020-05-10,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",6,2,3,1,4,1,0,1
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Weighted base,2088,1027,1061,283,575,594,419,500
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Magazines,4,2,3,2,3,0,0,1
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Weighted base,2088,1027,1061,283,575,594,419,500
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: BBC services,258,143,115,46,76,73,60,49
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Broadcasters,327,178,149,54,95,90,71,71
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,128,68,60,19,39,40,22,27
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Newspapers (printed and online),46,22,24,9,22,12,4,8
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Officials,168,86,81,41,68,40,21,38
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Social Media,55,29,25,18,27,10,2,15
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),36,15,21,11,14,8,0,14
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),24,16,9,5,13,8,2,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Closed groups,19,11,7,2,10,6,1,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Other online news sources,37,19,18,7,14,9,6,9
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,68,29,39,14,27,16,8,17
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Weighted base,2088,1027,1061,283,575,594,419,500
2020-05-07,2020-05-10,altered_behaviour_over_last_week,NET: Traditional media,348,188,160,56,104,95,73,75
2020-05-07,2020-05-10,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1565,746,819,175,408,457,318,382
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Official scientists,26,16,10,10,9,3,8,5
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Celebrity and/or social media influencer,6,3,4,1,3,2,2,0
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Advertising,8,3,5,1,6,1,1,0
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Unweighted base,2095,1034,1061,266,690,589,356,460
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Weighted base,2088,1027,1061,283,575,594,419,500
2020-05-07,2020-05-10,altered_behaviour_over_last_week,BBC - TV,200,102,98,28,53,58,51,38
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Direct from Government website/ email/ text/ post,98,50,48,22,43,31,5,19
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,88,44,44,23,39,19,7,23
2020-05-07,2020-05-10,altered_behaviour_over_last_week,BBC - Online/ app,80,51,29,21,31,23,15,11
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Family and friends directly,66,27,39,14,27,16,7,16
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Sky,61,35,27,8,23,8,16,14
2020-05-07,2020-05-10,altered_behaviour_over_last_week,ITV,56,22,33,10,13,26,6,11
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,32,15,17,7,11,7,6,8
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Facebook,31,11,20,10,11,6,0,14
2020-05-07,2020-05-10,altered_behaviour_over_last_week,BBC - Radio,31,24,7,6,13,12,3,3
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Channel 4,29,15,14,5,7,11,2,9
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Weighted base,2088,1027,1061,283,575,594,419,500
2020-05-07,2020-05-10,altered_behaviour_over_last_week,YouTube,28,20,8,11,14,7,5,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Search engine (e.g. Google),26,12,14,6,8,5,5,7
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Instagram,7,5,2,4,6,1,0,1
2020-05-07,2020-05-10,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian ( online ),25,11,14,6,12,6,3,4
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Other,20,9,11,3,7,4,1,8
2020-05-07,2020-05-10,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),8,4,3,1,3,2,0,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian,9,4,4,3,7,2,0,0
2020-05-07,2020-05-10,altered_behaviour_over_last_week,WhatsApp group(s),9,6,3,1,5,3,1,0
2020-05-07,2020-05-10,altered_behaviour_over_last_week,“Mid-market tabloids” such as MailOnline or Express ( online ),10,8,3,3,4,4,1,1
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Facebook messenger,11,7,4,1,7,2,0,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Podcasts,12,6,5,3,4,3,1,5
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Commercial Radio,12,7,5,0,4,1,3,5
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Twitter,15,8,6,6,10,4,1,1
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Weighted base,2088,1027,1061,283,575,594,419,500
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Email,15,8,7,3,6,6,2,1
2020-05-07,2020-05-10,altered_behaviour_over_last_week,People in your local area/neighbourhood,16,10,7,1,8,2,3,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,WhatsApp,16,11,5,4,9,4,1,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Channel 5,17,10,7,4,4,9,1,2
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Direct from Local health service website/ email/ text/ post,18,9,8,2,10,2,1,4
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Direct from Local council website/ email/ text/ post,23,9,13,4,9,8,2,4
2020-05-07,2020-05-10,altered_behaviour_over_last_week,Community radio,6,3,3,0,1,3,2,1
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Unweighted base,2081,1024,1057,255,602,569,400,510
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Weighted base,2081,1016,1065,286,567,592,419,502
2020-05-15,2020-05-17,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1357,655,701,138,354,391,257,354
2020-05-15,2020-05-17,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),9,7,2,0,4,1,2,2
2020-05-15,2020-05-17,altered_behaviour_over_last_week,WhatsApp group(s),8,5,3,1,3,2,3,1
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Weighted base,2081,1016,1065,286,567,592,419,502
2020-05-15,2020-05-17,altered_behaviour_over_last_week,STV,8,4,5,2,0,4,2,3
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Podcasts,8,7,1,1,6,2,1,0
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Facebook messenger,7,4,4,3,4,0,0,4
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Celebrity and/or social media influencer,6,4,2,2,3,0,1,2
2020-05-15,2020-05-17,altered_behaviour_over_last_week,UTV,6,3,3,0,,0,3,3
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Community radio,5,1,3,2,1,4,0,
2020-05-15,2020-05-17,altered_behaviour_over_last_week,ITV Wales,5,3,2,1,1,3,1,0
2020-05-15,2020-05-17,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",4,1,3,0,1,0,0,3
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Snapchat,4,3,2,2,4,0,0,0
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Magazines,3,3,0,1,3,0,1,0
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Apple iMessage,2,2,0,0,2,0,0,0
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Weighted base,2081,1016,1065,286,567,592,419,502
2020-05-15,2020-05-17,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,0,0,1,0,0,0
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Broadcasters,474,237,238,90,136,143,109,86
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,171,82,88,24,47,48,38,39
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: BBC services,391,199,192,81,118,121,85,67
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Newspapers (printed and online),64,38,26,12,24,18,12,11
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Officials,229,116,113,44,79,62,43,44
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Social Media,80,35,45,28,22,19,16,22
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),56,26,30,12,14,13,13,16
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),21,11,10,7,6,7,4,4
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Closed groups,15,8,7,4,6,2,3,5
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Weighted base,2081,1016,1065,286,567,592,419,502
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Other online news sources,45,25,20,10,15,6,16,8
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,107,36,71,26,32,41,15,19
2020-05-15,2020-05-17,altered_behaviour_over_last_week,NET: Traditional media,509,255,253,100,145,151,114,99
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Channel 5,9,4,5,2,4,1,2,2
2020-05-15,2020-05-17,altered_behaviour_over_last_week,“Mid-market tabloids” such as MailOnline or Express ( online ),10,6,4,0,6,2,0,3
2020-05-15,2020-05-17,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),7,5,2,0,6,1,0,1
2020-05-15,2020-05-17,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian,11,7,4,1,5,4,1,1
2020-05-15,2020-05-17,altered_behaviour_over_last_week,BBC - TV,312,152,159,57,91,100,68,53
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Direct from Government website/ email/ text/ post,143,64,79,31,51,41,24,27
2020-05-15,2020-05-17,altered_behaviour_over_last_week,BBC - Online/ app,107,62,46,29,35,36,21,15
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Family and friends directly,96,35,60,22,28,36,15,16
2020-05-15,2020-05-17,altered_behaviour_over_last_week,ITV,94,42,52,11,29,21,18,25
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,91,50,41,24,34,21,18,18
2020-05-15,2020-05-17,altered_behaviour_over_last_week,BBC - Radio,67,42,25,8,26,19,14,8
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Other,10,6,4,2,5,5,1,0
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Facebook,55,25,29,12,13,13,13,15
2020-05-15,2020-05-17,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian ( online ),35,20,16,10,14,11,6,4
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,32,18,14,8,12,2,13,5
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Weighted base,2081,1016,1065,286,567,592,419,502
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Search engine (e.g. Google),31,16,16,7,9,5,5,12
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Channel 4,29,16,13,6,12,10,3,4
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Direct from Local council website/ email/ text/ post,28,15,14,2,13,5,5,6
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Sky,62,33,30,9,15,19,18,11
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Email,23,12,11,6,9,7,3,3
2020-05-15,2020-05-17,altered_behaviour_over_last_week,YouTube,26,13,14,6,8,4,8,6
2020-05-15,2020-05-17,altered_behaviour_over_last_week,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),12,8,3,0,4,3,3,1
2020-05-15,2020-05-17,altered_behaviour_over_last_week,WhatsApp,15,7,8,6,5,6,1,3
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Advertising,15,9,6,6,6,5,2,3
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Instagram,15,8,7,7,5,6,2,2
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Weighted base,2081,1016,1065,286,567,592,419,502
2020-05-15,2020-05-17,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",18,8,10,5,6,5,4,3
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Commercial Radio,18,11,7,3,6,5,3,5
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Direct from Local health service website/ email/ text/ post,20,11,9,3,5,7,2,6
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,20,11,9,4,11,4,2,3
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Twitter,20,10,10,10,9,1,5,6
2020-05-15,2020-05-17,altered_behaviour_over_last_week,Official scientists,22,14,8,2,11,7,3,1
2020-05-15,2020-05-17,altered_behaviour_over_last_week,People in your local area/neighbourhood,18,4,14,4,6,6,1,5
2020-05-22,2020-05-24,altered_behaviour_over_last_week,S4C,2,2,0,0,1,0,1,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",4,4,0,0,1,1,1,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Cool FM,1,0,1,0,0,0,1,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Wales Government website/ email/ text/ post,2,2,0,1,1,1,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Snapchat,3,2,1,2,1,1,0,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Northern Ireland Government website/ email/ text/ post,3,2,1,0,2,0,1,0
