start_date,end_date,question,response,total,male,female,16-24,18-24,25-34,35-44,45-54,55-64,65+,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade,scotland,north_east,north_west,yorkshire_&_humberside,west_midlands,east_midlands,wales,eastern,london,south_east,south_west,northern_ireland,net:_england
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Magazines,1,-,1,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,STV,1,-,1,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Facebook messenger,1,-,1,-,-,-,-,1,-,,-,-,1,,-,-,-,-,-,1,-,,-,-,-,-,1
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Direct from NHS website/ email/ text/ post,1,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,1
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Weighted base,114,49,65,18,14,30,20,15,18,12,31,30,32,21,7,4,14,5,16,9,9,6,10,19,11,3,94
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Celebrity and/or social media influencer,1,-,1,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,"Local sources across TV, radio and online",1,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,“Broadsheets” such as The Times or Guardian ( online ),,-,,-,-,-,-,-,-,,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Email,,-,,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,-,,-,-,-,-,
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Other,11,6,6,2,2,-,3,-,4,2,4,2,4,1,1,-,1,1,1,-,1,1,1,4,1,-,9
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Broadcasters,13,8,5,2,2,6,1,1,-,3,5,5,3,-,2,-,-,-,3,1,2,-,1,2,2,-,9
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Non-BBC broadcasters,6,2,4,2,2,3,1,-,-,-,2,2,2,-,1,-,-,-,2,-,-,-,-,1,2,-,5
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: BBC services,9,8,1,2,2,3,-,1,-,3,5,3,1,-,1,-,-,-,1,1,2,-,1,1,2,-,6
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Newspapers (printed and online),7,5,2,2,2,-,1,-,2,2,5,1,-,2,1,-,-,2,,1,-,-,1,-,2,-,6
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Officials,4,3,1,-,-,3,-,-,-,1,-,2,1,1,-,-,-,-,3,1,-,-,-,-,-,-,4
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Social Media,63,23,39,10,9,15,11,12,10,4,14,17,20,12,3,4,12,1,7,5,1,5,6,10,6,2,57
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Facebook (Facebook and Facebook Messenger),46,17,30,9,9,10,8,10,5,4,8,12,17,10,1,3,10,1,4,4,,5,1,8,6,2,44
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Weighted base,114,49,65,18,14,30,20,15,18,12,31,30,32,21,7,4,14,5,16,9,9,6,10,19,11,3,94
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: WhatsApp (WhatsApp and WhatsApp groups),7,4,3,6,6,-,,1,-,-,2,4,2,-,-,-,-,,-,-,-,-,2,3,2,-,7
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Closed groups,3,2,1,2,2,-,-,1,-,,2,-,1,,-,-,-,-,-,1,-,,-,-,2,-,3
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Other online news sources,9,4,5,6,6,1,-,1,1,-,1,4,3,2,-,-,1,1,2,-,-,-,-,4,2,-,9
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Family/friends/ local ppl,18,7,12,5,4,6,4,2,-,1,6,6,3,2,1,1,1,1,1,-,4,-,2,6,1,1,13
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Traditional media,21,13,8,2,2,6,4,2,2,5,8,6,4,2,3,-,-,2,4,4,2,-,1,4,2,-,16
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,I don't know where the source is from,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-
