table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,STV,1,-,1,-,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Direct from NHS website/ email/ text/ post,1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Direct from Local health service website/ email/ text/ post,1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Advertising,*,*,-,-,-,-,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,*
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Other,13,8,5,-,-,1,1,2,4,5,2,3,3,5,1,-,1,1,2,*,-,2,2,2,1,-,11
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Broadcasters,14,2,12,-,-,1,2,1,3,6,3,2,5,3,4,-,-,4,-,-,1,2,1,1,1,-,10
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Non-BBC broadcasters,8,1,7,-,-,1,2,1,-,4,1,1,3,2,2,-,-,4,-,-,-,1,-,*,-,-,6
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,123,47*,76*,13**,12**,13**,19**,20**,24**,34*,31**,34*,22**,36**,13**,6**,9**,16**,5**,10**,3**,14**,16**,17**,8**,6**,100*
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: BBC services,12,1,11,-,-,1,2,1,3,5,3,2,5,2,3,-,-,4,-,-,1,1,1,1,1,-,8
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Newspapers (printed and online),13,6,7,1,1,1,3,2,2,5,3,3,1,6,1,1,-,4,-,2,-,-,3,3,1,-,13
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Officials,3,1,2,-,-,-,2,-,-,1,1,-,-,2,-,-,-,2,-,1,-,-,-,-,1,-,3
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Social Media,73,24,48,10,9,9,14,13,12,14,16,21,13,23,5,5,6,7,3,7,2,10,10,9,4,5,61
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Facebook (Facebook and Facebook Messenger),59,17,42,6,5,9,10,10,10,14,14,16,12,17,5,4,6,6,3,6,2,8,4,7,4,4,48
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: WhatsApp (WhatsApp and WhatsApp groups),2,2,-,-,-,-,-,1,1,-,-,1,2,-,-,-,-,1,-,-,-,-,1,-,-,-,2
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Closed groups,4,2,2,-,-,-,2,1,1,-,-,1,1,2,-,-,-,3,-,-,-,-,1,-,-,-,4
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Other online news sources,15,7,8,3,3,2,1,3,1,5,7,5,-,3,2,-,2,-,-,-,1,3,*,4,1,1,11
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Family/friends/ local ppl,14,6,7,1,1,2,3,5,1,1,6,2,1,4,1,3,1,2,-,2,-,2,1,3,1,-,13
Table 115,Q10q. Source of claims about empty hospitals on social media posts prove that Coronavirus has been exaggerated reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Traditional media,25,8,17,1,1,2,4,3,5,10,8,5,5,8,4,1,-,7,-,2,1,2,4,4,2,-,21
