table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,Mean,0.79,0.71,0.86,0.6,0.56,0.68,0.72,0.67,0.89,1.06,0.85,0.82,0.79,0.67,0.63,0.7,0.88,0.89,0.82,0.74,0.65,0.8,0.77,0.83,0.77,0.9,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,0.98,1.02,0.94,1.01,1.04,1,0.99,1.07,0.91,0.86,0.95,0.94,0.94,1.09,1.02,1.04,0.98,0.89,0.98,0.94,0.96,1.04,0.97,1,1.02,0.88,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,2126,1014,1112,222,190,341,393,415,314,441,616,610,426,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,2126,1040,1086,293,252,355,329,366,306,477,579,599,432,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,NET: Agree,1676,806,870,222,186,253,241,292,252,415,468,481,341,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,Strongly agree      (+2),590,289,302,68,57,76,76,98,82,190,162,167,112,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,Slightly agree      (+1),1086,517,568,154,129,177,165,194,170,225,306,314,229,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,Neither agree nor    (0) disagree,324,160,163,44,40,73,70,54,40,44,79,79,67,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,Slightly disagree   (-1),78,42,36,19,18,15,11,14,8,11,23,28,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,Strongly disagree   (-2),48,32,16,8,8,14,8,5,6,7,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,NET: Disagree,126,73,53,27,26,29,19,19,14,18,32,39,24,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,Mean,0.98,0.95,1.02,0.87,0.83,0.81,0.88,1,1.02,1.22,1.02,1,0.96,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,0.88,0.93,0.84,0.93,0.96,0.95,0.88,0.83,0.83,0.82,0.84,0.88,0.89,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,2144,1027,1117,266,236,330,330,370,345,503,610,572,441,521,185,82,209,158,200,159,104,209,287,289,183,79,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,NET: Agree,1497,723,774,186,159,218,233,248,224,387,408,414,312,363,123,50,172,126,135,105,68,143,182,208,134,50,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,Strongly agree      (+2),458,232,226,32,27,62,60,83,72,149,125,118,99,116,25,18,39,39,49,39,22,47,46,69,49,17,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,Slightly agree      (+1),1039,491,548,154,132,157,173,165,152,237,283,295,213,247,98,32,132,87,87,66,46,96,136,139,85,33,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,Neither agree nor    (0) disagree,459,227,232,77,73,105,67,85,56,69,129,124,87,119,36,23,48,32,40,31,22,36,80,63,39,10,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,Slightly disagree   (-1),125,61,64,27,23,22,20,19,19,18,34,44,24,23,10,6,10,12,10,11,8,16,16,15,7,4,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,Strongly disagree   (-2),63,37,26,6,6,13,12,16,9,7,11,23,13,16,9,6,8,4,2,7,4,6,5,7,3,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,NET: Disagree,188,98,90,32,29,35,32,35,28,25,46,67,37,39,19,12,17,17,12,18,13,22,21,23,10,5,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,Mean,0.79,0.78,0.81,0.61,0.58,0.65,0.75,0.76,0.84,1.05,0.82,0.73,0.83,0.81,0.67,0.59,0.78,0.83,0.91,0.78,0.71,0.81,0.72,0.84,0.92,0.95,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,0.94,0.97,0.91,0.87,0.87,0.96,0.95,1,0.95,0.85,0.9,0.98,0.94,0.93,0.96,1.11,0.88,0.94,0.89,1.05,1.03,0.99,0.86,0.93,0.89,0.89,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,NET: Agree,1314,615,699,171,140,228,186,226,181,321,368,367,278,301,109,59,156,111,105,83,69,118,171,168,123,40,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,Strongly agree      (+2),335,156,179,37,30,55,43,52,51,98,86,93,74,81,30,14,45,32,25,21,13,29,38,45,28,15,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,Slightly agree      (+1),979,459,520,134,111,174,143,174,131,223,282,274,204,219,79,46,111,79,80,62,57,89,133,123,95,25,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,Neither agree nor    (0) disagree,480,238,242,66,58,77,84,74,84,95,108,136,93,143,50,20,50,37,40,36,18,45,67,62,41,14,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,Slightly disagree   (-1),217,121,96,35,34,31,34,46,27,44,70,59,34,54,11,*,20,15,23,22,8,30,25,42,13,7,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,Strongly disagree   (-2),91,54,37,18,18,15,21,15,10,11,25,30,22,13,5,4,6,8,15,10,4,5,13,15,3,2,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,NET: Disagree,308,175,133,53,52,45,56,62,37,55,96,89,56,67,16,5,26,24,38,32,12,35,39,57,16,9,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,Mean,0.59,0.53,0.66,0.47,0.4,0.63,0.46,0.55,0.61,0.75,0.58,0.58,0.64,0.59,0.67,0.77,0.73,0.65,0.42,0.41,0.66,0.54,0.57,0.49,0.74,0.7,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,1.01,1.05,0.97,1.06,1.09,0.99,1.06,1.02,0.98,0.97,1.03,1.03,1.02,0.96,0.93,0.91,0.96,1.03,1.13,1.1,0.95,1,1,1.08,0.86,1.06,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2115,1047,1068,276,241,347,333,342,330,487,606,589,382,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2115,1034,1081,292,250,353,328,364,305,474,575,596,429,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,NET: Agree,1668,777,891,206,174,266,261,276,259,400,470,462,338,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,Strongly agree      (+2),568,252,317,63,56,81,85,88,96,156,147,153,118,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,Slightly agree      (+1),1100,526,574,144,118,185,176,188,163,244,323,309,220,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,Neither agree nor    (0) disagree,323,175,148,60,54,68,41,69,31,52,77,105,60,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,Slightly disagree   (-1),94,57,38,25,22,14,19,7,12,16,20,28,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,Strongly disagree   (-2),30,26,4,-,-,5,6,11,2,6,7,1,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,NET: Disagree,124,82,42,25,22,19,25,19,14,22,28,29,31,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,Mean,0.98,0.89,1.07,0.83,0.83,0.92,0.96,0.92,1.12,1.11,1.01,0.98,0.97,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,0.85,0.92,0.77,0.86,0.88,0.84,0.89,0.89,0.79,0.82,0.81,0.8,0.9,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,NET: Agree,1455,691,765,187,160,232,216,248,211,362,422,406,306,321,115,50,153,119,138,110,74,140,181,204,129,43,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,Strongly agree      (+2),364,184,180,51,43,54,58,56,48,97,102,93,83,87,28,9,39,36,34,29,19,37,57,45,24,7,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,Slightly agree      (+1),1091,506,585,136,117,178,158,192,162,266,320,314,224,234,87,41,114,83,104,81,54,103,124,159,104,37,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,Neither agree nor    (0) disagree,465,219,247,74,67,86,84,73,64,85,108,129,92,136,41,28,55,40,35,27,22,47,65,62,31,13,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,Slightly disagree   (-1),135,80,55,27,22,28,13,25,18,24,36,41,21,37,14,4,14,10,12,8,5,8,22,17,17,4,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,Strongly disagree   (-2),80,55,25,7,5,11,17,21,16,8,14,26,14,26,8,3,15,5,2,8,1,6,13,9,6,4,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,NET: Disagree,214,135,80,34,27,39,30,46,33,32,50,67,35,62,22,7,28,15,14,16,6,14,35,26,23,8,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,Mean,0.71,0.66,0.77,0.67,0.67,0.66,0.69,0.65,0.68,0.87,0.79,0.67,0.79,0.62,0.63,0.59,0.63,0.77,0.84,0.74,0.85,0.78,0.68,0.73,0.68,0.61,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,0.95,1.02,0.86,0.94,0.93,0.93,0.98,1.01,0.97,0.85,0.89,0.96,0.92,1.01,0.99,0.87,1.03,0.95,0.83,1,0.81,0.89,1.03,0.9,0.94,0.96,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,907,741
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55*,906,757
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,NET: Agree,1356,629,727,175,145,192,194,229,218,347,386,383,265,321,114,57,142,120,116,88,70,126,182,184,107,50,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,602,475
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,Strongly agree      (+2),416,184,233,50,39,58,45,58,71,133,115,122,79,101,34,19,45,43,36,32,17,36,49,50,40,13,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,194,147
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,Slightly agree      (+1),940,445,495,125,106,134,149,171,147,214,271,262,186,220,80,38,97,77,79,56,53,90,133,134,67,37,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,408,328
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,Neither agree nor    (0) disagree,510,257,253,93,86,110,83,83,56,85,125,153,102,130,43,22,61,35,51,45,19,50,57,69,51,7,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,196,199
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,Slightly disagree   (-1),164,98,67,14,13,29,37,35,22,28,48,41,38,38,12,4,26,7,10,12,7,10,30,26,18,2,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,75,59
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,Strongly disagree   (-2),77,47,30,8,8,21,13,16,8,12,15,17,22,23,7,1,4,9,8,6,4,12,9,10,3,3,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,32,24
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,NET: Disagree,242,145,97,23,21,50,50,51,29,39,62,58,60,61,19,5,30,16,18,18,11,22,39,36,22,6,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,107,83
Table 121,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 4th to 6th December 2020,Mean,0.69,0.6,0.77,0.67,0.61,0.51,0.54,0.61,0.83,0.91,0.74,0.72,0.61,0.66,0.7,0.83,0.66,0.8,0.69,0.63,0.73,0.65,0.66,0.65,0.68,0.86,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.73,0.68
