table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,NET: Agree,469,257,212,75,68,91,89,73,53,88,123,117,104,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Strongly agree      (+2),125,71,54,18,17,25,19,27,12,24,35,35,23,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Slightly agree      (+1),344,186,158,57,51,66,70,46,41,65,89,82,81,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Neither agree nor    (0) disagree,528,256,272,76,57,89,98,92,75,98,123,151,107,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Slightly disagree   (-1),514,248,265,78,67,92,67,101,77,98,140,136,108,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Strongly disagree   (-2),616,279,337,64,60,82,75,99,102,193,192,196,113,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,NET: Disagree,1129,527,602,143,126,174,142,201,179,291,332,332,221,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Mean,,,-0.62,,,,,,-0.7,-0.78,-0.63,-0.63,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,1.23,1.25,1.2,1.2,1.24,1.23,1.21,1.22,1.18,1.25,1.25,1.23,1.21,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,2144,1027,1117,266,236,330,330,370,345,503,610,572,441,521,185,82,209,158,200,159,104,209,287,289,183,79,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,NET: Agree,399,216,183,62,60,94,83,71,40,49,106,104,84,106,27,20,43,41,37,26,22,28,57,58,29,11,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Strongly agree      (+2),136,76,60,18,17,41,23,32,12,11,24,40,28,44,4,9,14,14,14,12,11,10,15,20,10,3,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Slightly agree      (+1),263,139,124,44,43,53,60,39,28,38,81,64,56,62,23,12,28,28,23,14,11,18,42,38,19,8,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Neither agree nor    (0) disagree,553,266,287,105,91,100,75,97,78,98,136,142,126,149,41,26,54,40,47,41,24,64,76,72,57,12,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Slightly disagree   (-1),518,251,267,69,56,81,87,81,75,124,132,143,103,140,43,20,70,54,41,32,31,48,60,66,34,17,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Strongly disagree   (-2),674,316,358,60,52,83,87,119,115,210,209,216,123,126,68,19,71,39,62,55,25,61,90,97,64,24,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,NET: Disagree,1192,567,625,129,109,164,174,200,191,334,342,359,225,266,111,39,141,94,103,87,56,109,150,163,98,42,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Mean,,-0.56,-0.68,,,,,,,-1.01,-0.72,-0.71,,,-0.83,,-0.65,,-0.61,-0.67,,-0.65,,-0.62,-0.67,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,1.22,1.25,1.19,1.15,1.16,1.29,1.25,1.28,1.15,1.08,1.2,1.24,1.21,1.22,1.14,1.25,1.2,1.22,1.27,1.26,1.27,1.15,1.23,1.25,1.21,1.2,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Agree,542,300,242,105,94,111,97,78,54,97,147,146,122,128,29,31,62,40,58,46,19,52,61,71,54,18,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Strongly agree      (+2),204,125,79,35,31,42,47,25,26,29,53,47,44,60,12,15,27,14,19,22,7,16,20,28,16,6,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Slightly agree      (+1),338,174,163,70,62,69,50,53,28,68,93,98,78,68,17,16,34,26,39,24,11,36,41,43,39,12,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Neither agree nor    (0) disagree,583,281,302,75,66,102,90,113,92,111,133,144,136,170,37,25,70,45,43,40,29,47,99,89,50,10,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Slightly disagree   (-1),462,209,252,56,45,72,63,81,71,118,124,147,88,102,43,11,51,46,43,30,26,51,49,65,36,13,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Strongly disagree   (-2),514,237,277,54,45,66,75,89,86,145,168,155,81,111,66,16,49,41,39,35,26,48,68,62,40,22,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Disagree,976,446,530,110,90,138,138,170,157,263,292,303,169,213,109,28,100,87,82,65,52,99,117,127,75,35,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Mean,,,-0.45,,,,,-0.43,-0.54,-0.6,-0.45,-0.45,,,-0.77,0.03,,,,,-0.51,,,,,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2115,1047,1068,276,241,347,333,342,330,487,606,589,382,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2115,1034,1081,292,250,353,328,364,305,474,575,596,429,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,NET: Agree,503,298,206,63,50,112,91,77,60,100,134,134,115,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Strongly agree      (+2),160,102,58,14,13,47,24,28,25,21,43,36,42,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Slightly agree      (+1),343,196,147,49,38,65,67,49,34,78,91,98,73,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Neither agree nor    (0) disagree,587,284,303,85,78,107,93,111,67,122,146,161,127,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Slightly disagree   (-1),499,223,277,86,69,78,78,75,76,107,147,148,93,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Strongly disagree   (-2),526,230,296,58,54,55,66,100,101,145,148,153,95,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,NET: Disagree,1025,453,572,143,122,133,144,175,177,252,295,301,187,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Mean,,,-0.56,,-0.45,,,-0.47,-0.63,-0.58,-0.46,-0.48,,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,1.23,1.27,1.18,1.13,1.13,1.25,1.21,1.24,1.28,1.21,1.24,1.21,1.26,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Agree,442,265,177,69,61,116,80,80,42,54,115,130,90,106,35,14,55,36,40,24,20,39,72,62,34,11,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Strongly agree      (+2),143,92,51,15,13,38,29,31,13,16,34,39,33,37,12,6,25,11,7,11,9,11,22,13,13,4,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Slightly agree      (+1),299,173,126,54,47,77,51,49,29,38,81,92,57,69,22,9,30,25,32,13,11,28,51,50,21,7,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Neither agree nor    (0) disagree,594,260,333,107,94,89,104,98,80,116,146,162,121,165,49,27,62,58,33,47,27,52,88,81,45,24,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Slightly disagree   (-1),535,270,265,64,54,83,79,92,78,138,154,156,117,109,35,17,65,38,59,42,22,53,57,84,50,12,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Strongly disagree   (-2),564,249,315,55,45,69,67,96,107,170,166,154,106,139,59,26,55,43,55,40,32,57,64,65,53,16,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Disagree,1099,519,581,118,99,152,147,188,185,309,320,310,222,248,94,43,120,80,114,82,54,110,121,149,103,28,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Mean,,,-0.61,,,,,,-0.77,-0.85,-0.58,-0.49,-0.47,-0.47,-0.6,-0.58,-0.4,-0.44,-0.65,-0.58,-0.57,-0.58,,-0.47,-0.6,-0.44,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,1.21,1.26,1.15,1.12,1.12,1.27,1.21,1.25,1.15,1.1,1.2,1.21,1.21,1.22,1.26,1.21,1.26,1.19,1.18,1.17,1.29,1.2,1.22,1.14,1.22,1.17,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,907,741
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55*,906,757
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Agree,472,246,225,81,72,114,75,80,53,68,116,118,114,124,33,27,54,38,41,31,23,41,70,61,39,13,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,191,181
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Strongly agree      (+2),158,89,69,20,18,42,26,30,16,23,40,39,36,43,10,7,13,13,12,11,8,18,30,17,15,5,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,67,54
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Slightly agree      (+1),314,157,156,60,54,72,49,50,37,45,77,79,78,80,22,20,41,25,29,21,15,23,41,44,24,9,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,124,127
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Neither agree nor    (0) disagree,579,281,298,97,77,111,99,98,66,108,138,168,115,158,37,28,55,47,56,54,33,49,69,89,47,14,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,216,232
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Slightly disagree   (-1),465,226,239,62,56,62,66,79,80,116,122,149,94,100,36,11,58,42,29,22,20,64,60,64,42,17,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,234,143
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Strongly disagree   (-2),591,277,315,51,47,65,86,105,104,179,197,159,105,130,70,17,66,45,58,43,24,44,79,75,52,19,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,265,201
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Disagree,1056,503,554,113,103,126,152,185,185,295,319,308,199,231,106,29,123,87,87,66,44,108,139,138,94,36,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,499,343
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Mean,,-0.43,-0.53,,,,,,-0.72,-0.81,-0.63,-0.52,,,-0.76,,-0.52,-0.48,-0.5,,,,,,-0.52,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,
Table 120,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.25,1.27,1.23,1.17,1.19,1.26,1.25,1.27,1.2,1.18,1.27,1.2,1.26,1.25,1.26,1.24,1.23,1.24,1.26,1.24,1.22,1.22,1.32,1.2,1.26,1.25,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.25,1.24
Table 109,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2164,1113,1051,292,261,355,355,316,338,508,642,610,367,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Agree,473,259,214,86,79,99,72,81,50,85,119,125,111,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Strongly agree      (+2),141,81,60,19,19,28,24,27,18,25,37,34,37,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Slightly agree      (+1),332,178,155,67,60,71,48,53,31,61,82,92,74,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Neither agree nor    (0) disagree,573,282,291,76,67,105,105,104,63,120,141,155,122,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Slightly disagree   (-1),539,248,290,90,76,85,71,93,80,119,166,155,94,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Strongly disagree   (-2),579,269,310,46,42,72,87,94,119,160,162,175,112,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Disagree,1118,518,601,136,118,157,158,187,199,279,329,329,207,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
