table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 7th to 10th May 2020,1 - Do not trust at all,8,5,3,1,1,2,2,2,-,-,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 7th to 10th May 2020,NET: Do not trust,23,10,14,6,6,5,7,3,2,-,11,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 7th to 10th May 2020,Mean,2.58,2.67,2.49,2.69,2.69,2.79,2.43,1.64,2.47,3,2.61,2.7,2.21,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,0.95,1.04,0.86,0.96,0.96,0.98,0.99,0.89,0.59,0,1.04,0.87,1.05,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,41,13,28,10,8,11,5,7,4,4,10,12,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,35*,11**,24**,8**,7**,8**,5**,7**,4**,3**,10**,10**,7**,9**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,NET: Trust,10,4,7,2,2,3,1,3,1,1,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,5 - Trust completely,3,-,3,1,1,*,1,-,1,-,-,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,4,7,4,4,1,1,2,-,3,-,1,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,3,11,4,7,2,2,2,1,3,2,1,2,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,2,6,1,5,2,-,1,1,-,1,2,2,2,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,1 - Do not trust at all,8,3,5,3,3,3,2,*,-,-,3,2,2,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,NET: Do not trust,14,4,10,5,3,4,3,*,1,2,5,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,Mean,2.76,2.67,2.81,2.38,2.48,2.56,2.48,3.35,3.36,2.78,2.43,2.75,2.87,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,1.27,1.26,1.3,1.39,1.57,1.38,1.66,0.88,1.25,1.02,1.23,1.37,1.61,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,40,22,18,14,12,17,4,3,1,1,16,8,9,7,6,-,5,2,6,3,1,1,10,3,3,-,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,41*,22**,19**,16**,14**,14**,5**,4**,1**,2**,17**,9**,11**,5**,6**,-**,5**,2**,8**,2**,***,1**,9**,4**,3**,-**,36**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,13,10,3,1,1,6,1,2,1,2,6,1,5,1,3,-,2,2,2,1,-,1,2,-,1,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,4,2,2,-,-,2,-,-,-,2,2,-,2,-,2,-,1,-,-,-,-,-,1,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,4,9,7,1,1,1,4,1,2,1,-,3,1,3,1,1,-,1,2,2,1,-,1,1,-,1,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,3,15,8,7,9,7,4,2,1,-,-,7,4,3,1,1,-,2,1,5,2,*,-,3,2,-,-,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,2,9,4,6,5,4,2,1,1,-,-,3,1,3,2,1,-,2,-,1,-,-,-,4,2,-,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,4,1,3,2,2,2,-,-,-,-,1,2,-,1,1,-,-,-,1,-,-,-,-,-,2,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,13,4,9,7,6,4,1,1,-,-,4,3,3,3,2,-,2,-,2,-,-,-,4,2,2,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,Mean,3,3.34,2.61,2.51,2.47,3.2,3.05,3.15,4,5,3.17,2.61,3.29,2.44,3.26,-,3.22,3.76,2.96,3.37,3,4,2.99,2.4,1.57,-,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,1.1,0.98,1.13,0.77,0.8,1.32,0.82,1.01,-,-,1.11,1.06,1.08,1.16,1.6,-,1.2,0.56,0.8,0.62,-,-,1.12,0.56,1.47,-,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,56,24,32,17,14,15,4,8,11,1,19,12,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,57*,24**,33**,21**,17**,15**,3**,7**,9**,1**,18**,11**,16**,11**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,NET: Trust,12,4,8,4,4,4,-,1,2,1,4,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,5 - Trust completely,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,4,12,4,8,4,4,4,-,1,2,1,4,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,3,28,12,16,11,9,7,2,4,3,-,8,7,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,2,15,6,8,6,4,2,1,2,3,-,6,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,1 - Do not trust at all,2,1,1,-,-,1,-,-,1,-,-,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,NET: Do not trust,17,7,9,6,4,4,1,2,4,-,6,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,Mean,2.89,2.84,2.92,2.9,2.99,2.98,2.67,2.9,2.61,4,2.87,2.69,2.85,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,0.78,0.78,0.8,0.71,0.72,0.89,0.57,0.65,0.93,-,0.75,0.81,0.67,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,46,16,30,18,17,9,10,2,4,3,15,11,11,9,4,2,6,8,2,3,-,3,10,3,4,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,52*,19**,33**,22**,20**,10**,10**,1**,6**,2**,15**,14**,10**,12**,3**,2**,7**,10**,2**,5**,-**,4**,12**,3**,4**,1**,48*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,NET: Trust,14,5,8,9,9,1,3,1,-,-,5,1,3,4,1,-,-,6,1,-,-,2,3,-,1,-,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,5 - Trust completely,4,1,3,2,2,-,1,1,-,-,2,-,1,1,-,-,-,2,1,-,-,-,1,-,-,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,4,10,4,6,7,7,1,2,-,-,-,4,1,2,4,1,-,-,4,-,-,-,2,3,-,1,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,3,21,12,9,7,6,2,8,*,2,2,5,6,3,7,1,1,5,2,1,2,-,2,5,1,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,2,9,1,8,4,4,4,-,-,1,-,4,3,2,-,1,-,2,2,-,-,-,-,3,-,1,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,1 - Do not trust at all,8,1,7,2,2,3,-,-,3,1,2,4,3,-,1,1,-,-,-,3,-,-,1,2,1,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,NET: Do not trust,17,2,15,6,6,7,-,-,4,1,5,7,5,-,2,1,2,2,-,3,-,-,4,2,2,-,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,Mean,2.86,3.18,2.67,3.12,3.13,2.21,3.36,4.38,1.93,2.43,3.03,2.34,2.63,3.45,2.36,2.17,2.72,3.6,4.05,1.85,-,3.48,2.96,1.84,2.47,3,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,1.13,0.85,1.24,1.11,1.15,1.02,0.69,-,1,1.23,1.2,1,1.36,0.66,1.38,-,0.48,1.1,-,1.11,-,0.59,1.06,1.23,1.28,-,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,39,11,28,13,12,12,1,6,4,3,16,8,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,40*,12**,27**,15**,14**,12**,1**,6**,4**,3**,14**,7**,5**,13**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Trust,10,4,6,3,3,3,-,1,2,1,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,5 - Trust completely,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,4,10,4,6,3,3,3,-,1,2,1,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,3,18,5,12,7,6,5,-,2,1,2,5,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,2,9,3,6,3,3,3,1,2,-,-,7,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,1 - Do not trust at all,3,-,3,2,2,1,-,-,-,-,1,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Do not trust,12,3,9,4,4,4,1,2,-,-,7,2,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,Mean,2.87,3.14,2.75,2.77,2.75,2.76,2,2.78,3.63,3.31,2.49,2.89,3.26,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 72,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,0.9,0.77,0.93,0.94,0.98,0.99,-,0.81,0.56,0.58,0.75,1.1,0.48,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,36,18,18,11,10,14,5,3,-,3,16,8,4,8,3,-,6,2,3,3,1,2,11,4,-,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,39**,19**,20**,15**,14**,14**,5**,2**,-**,3**,14**,10**,5**,10**,2**,-**,8**,2**,5**,3**,1**,3**,11**,3**,-**,1**,35**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,11,8,3,*,*,8,2,1,-,-,7,2,-,2,-,-,2,-,-,-,1,-,5,2,-,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,4,4,1,*,*,2,1,1,-,-,3,-,-,1,-,-,1,-,-,-,-,-,3,1,-,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,4,7,4,2,-,-,6,1,-,-,-,4,2,-,1,-,-,1,-,-,-,1,-,3,2,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,3,21,9,12,12,11,4,1,*,-,3,6,5,4,6,*,-,2,1,5,3,-,3,6,-,-,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,2,8,2,6,2,2,2,2,1,-,-,1,3,1,2,2,-,4,1,-,-,-,-,-,1,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,NET: Do not trust,8,2,6,2,2,2,2,1,-,-,1,3,1,2,2,-,4,1,-,-,-,-,-,1,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,Mean,3.2,3.5,2.92,2.93,2.92,3.49,3.19,3.4,-,3,3.6,2.91,2.76,3.14,2.17,-,2.93,2.4,3,3,4,3,3.7,3.64,-,3,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 88,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,0.89,0.94,0.75,0.52,0.54,0.94,1.4,-,-,0,0.96,0.74,0.48,0.94,0.5,-,1.15,-,0,0,-,*,0.86,1.37,-,-,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,47,22,25,21,18,10,9,3,2,2,19,12,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,52*,25**,27**,23**,20**,13**,10**,2**,2**,2**,18**,16**,10**,8**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 15th June 2020,NET: Trust,14,9,5,1,1,6,6,1,-,-,3,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 15th June 2020,5 - Trust completely,1,1,-,-,-,1,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 15th June 2020,4,13,8,5,1,1,5,6,1,-,-,2,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 15th June 2020,3,24,10,13,9,9,7,4,1,2,1,8,10,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 80,Q5. Trust in the sources for information/news about Coronavirus used in last week: Celebrity and/or social media influencer,ONLINE Fieldwork: 12th to 15th June 2020,2,8,4,4,7,6,-,-,-,-,1,3,1,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
