table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,Neither agree nor    (0) disagree,380,196,184,66,58,79,70,71,49,45,93,113,75,99,21,10,44,37,39,29,17,32,56,51,32,12,330,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,Slightly disagree   (-1),501,232,269,76,56,76,78,79,75,118,137,147,105,113,48,20,56,34,34,40,30,57,61,64,49,8,414,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,Strongly disagree   (-2),818,382,437,89,80,93,96,137,143,261,217,242,165,194,70,36,87,63,75,52,40,70,95,128,72,29,679,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,NET: Disagree,1320,614,706,165,136,169,174,216,217,379,354,388,269,307,119,56,143,98,109,92,70,127,156,192,120,37,1093,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,Mean,,,-0.85,,,,,,,-1.24,-0.72,-0.86,-0.79,,-0.82,-0.83,-0.76,-0.7,-0.77,-0.68,-0.93,-0.73,,-0.9,-0.89,-0.79,-0.76,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.25,1.28,1.22,1.22,1.26,1.3,1.3,1.31,1.12,1.05,1.29,1.2,1.21,1.3,1.27,1.31,1.21,1.23,1.25,1.26,1.17,1.25,1.34,1.24,1.15,1.3,1.25,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,NET: Agree,404,240,164,79,69,85,73,68,54,44,112,105,87,100,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,Strongly agree      (+2),119,74,45,12,12,30,23,24,21,10,35,27,24,33,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,Slightly agree      (+1),285,166,119,67,57,55,51,44,34,35,78,77,62,67,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,Neither agree nor    (0) disagree,433,216,217,69,63,82,85,78,56,64,114,114,90,115,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,Slightly disagree   (-1),453,199,254,66,51,79,71,83,55,98,122,139,99,93,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,Strongly disagree   (-2),830,381,449,79,67,108,99,136,140,269,228,241,154,207,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,NET: Disagree,1283,580,703,145,119,187,170,219,195,367,351,379,253,300,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,Mean,,,-0.87,,,,,,,-1.23,-0.75,-0.82,-0.69,-0.73,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.26,1.31,1.19,1.22,1.24,1.3,1.26,1.26,1.29,1.06,1.27,1.22,1.25,1.28,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,NET: Agree,436,249,186,78,68,106,90,76,46,40,131,116,74,115,31,21,47,34,41,33,25,38,66,55,30,14,365,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,Strongly agree      (+2),136,87,49,19,16,40,23,27,16,11,44,38,27,26,8,6,10,10,16,14,6,14,21,16,10,4,117,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,Slightly agree      (+1),300,162,138,59,52,67,67,48,30,29,87,78,47,88,23,15,36,24,25,20,19,24,44,39,21,10,248,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,Neither agree nor    (0) disagree,448,220,228,62,55,89,78,83,55,81,95,126,111,115,40,17,47,38,48,18,24,50,73,42,37,13,371,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,Slightly disagree   (-1),492,225,267,76,62,84,62,85,64,120,141,141,103,107,38,11,57,40,49,41,24,43,52,74,46,17,413,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,Strongly disagree   (-2),813,376,437,86,77,86,109,133,150,250,228,233,156,195,74,38,91,67,53,65,30,75,98,128,73,22,687,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,NET: Disagree,1305,601,704,162,138,169,172,218,214,370,369,374,259,302,112,49,148,107,102,106,54,117,150,202,119,38,1100,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,Mean,,,-0.81,,,,,,,-1.16,-0.71,-0.73,-0.71,-0.67,-0.8,-0.69,-0.75,-0.73,,-0.79,,-0.68,,-0.86,-0.82,-0.63,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,1.26,1.32,1.2,1.26,1.27,1.3,1.3,1.28,1.22,1.05,1.31,1.26,1.22,1.26,1.22,1.37,1.22,1.25,1.26,1.33,1.25,1.27,1.3,1.25,1.21,1.27,1.27,,,
