table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,5 - Trust completely,16,10,5,-,-,2,1,1,3,9,8,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,4,64,37,27,4,4,5,3,8,8,37,36,18,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,3,36,20,16,6,6,8,5,1,7,8,18,12,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,2,10,7,3,1,1,1,4,-,-,4,4,3,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,1 - Do not trust at all,1,1,-,-,-,-,-,1,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,NET: Do not trust,11,8,3,1,1,1,4,1,-,4,4,3,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,Mean,3.65,3.63,3.68,3.27,3.27,3.5,2.98,3.55,3.77,3.88,3.74,3.58,3.48,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,0.84,0.9,0.75,0.62,0.62,0.76,0.94,1.13,0.74,0.75,0.76,0.73,1.24,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,111,57,54,9,9,14,8,6,25,49,49,32,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,108*,54*,54*,10**,10**,13**,10**,6**,22**,46*,49*,28**,16**,14**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,NET: Trust,82,41,40,7,7,13,5,4,16,37,41,21,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,5 - Trust completely,31,14,18,2,2,6,2,2,7,12,16,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,4,50,28,22,5,5,7,2,2,9,25,25,13,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,3,19,9,10,2,2,1,2,3,6,6,5,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,2,7,3,4,1,1,-,3,-,-,3,3,4,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,NET: Do not trust,7,3,4,1,1,-,3,-,-,3,3,4,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,Mean,3.99,3.97,4,3.85,3.85,4.39,3.38,3.92,4.05,4.01,4.09,3.9,3.71,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,0.86,0.81,0.91,0.87,0.87,0.61,1.24,0.93,0.77,0.82,0.83,0.98,0.86,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,117,70,47,15,14,13,18,12,26,33,56,28,16,17,6,1,11,14,4,9,6,8,20,20,17,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,118,69*,49*,15**,14**,14**,20**,11**,26**,32**,53*,27**,20**,17**,5**,1**,13**,16**,5**,8**,4**,7**,19**,22**,16**,1**,107*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,93,53,41,14,13,10,11,10,21,27,42,24,14,14,3,1,9,15,4,5,4,6,16,16,13,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,26,13,12,4,4,6,2,1,4,8,11,6,3,5,-,-,4,2,1,1,1,2,5,5,3,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,4,68,39,29,10,9,4,9,9,17,19,30,18,11,8,3,1,5,12,3,4,3,4,12,11,10,-,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,3,24,16,8,1,1,4,8,1,5,5,11,3,6,4,2,-,4,2,1,3,-,1,1,6,3,-,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,2,1,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,1,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,Mean,4.01,3.95,4.09,4.23,4.24,4.15,3.62,4.05,3.99,4.08,4,4.08,3.86,4.09,3.62,4,4.01,4.04,4.04,3.76,4.32,4.09,4.11,3.96,4,5,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,0.67,0.68,0.64,0.56,0.58,0.88,0.72,0.41,0.6,0.64,0.66,0.65,0.66,0.75,0.54,-,0.81,0.51,0.74,0.68,0.53,0.71,0.7,0.72,0.66,-,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,142,83,59,13,12,11,15,17,22,64,78,43,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,138,78*,60*,16**,15**,11**,12**,13**,20**,65*,73*,42*,12**,11**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,NET: Trust,106,60,46,13,13,8,9,7,14,55,63,26,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,5 - Trust completely,26,16,10,4,4,3,1,2,1,15,19,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,4,80,44,36,9,9,6,8,5,13,40,45,20,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,3,27,17,10,2,1,3,2,6,6,8,7,14,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,2,3,1,3,1,1,-,1,-,-,2,2,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,1 - Do not trust at all,1,1,1,-,-,-,1,-,-,1,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,NET: Do not trust,5,1,3,1,1,-,1,-,-,3,2,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,Mean,3.91,3.94,3.87,4.01,4.08,3.98,3.62,3.72,3.78,4.01,4.08,3.67,3.74,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,0.76,0.73,0.79,0.8,0.78,0.73,0.94,0.76,0.56,0.76,0.73,0.83,0.58,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,122,76,46,11,11,11,12,14,19,55,60,32,15,15,12,3,10,10,7,13,6,7,27,11,11,5,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,124*,78*,46*,16**,16**,14**,10**,13**,20**,50*,58*,35**,15**,16**,10**,3**,12**,11**,6**,12**,5**,7**,29**,13**,11**,4**,104*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,NET: Trust,94,59,35,11,11,9,6,11,15,42,47,28,10,9,8,2,7,9,5,11,4,6,25,8,8,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,5 - Trust completely,26,11,15,1,1,5,1,6,3,11,15,5,1,4,5,2,4,1,3,3,-,1,5,2,1,-,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,4,68,48,20,10,10,4,6,5,12,31,32,23,9,4,4,-,4,8,3,9,4,5,20,5,7,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,3,27,16,11,4,4,5,3,1,6,8,10,7,5,6,1,1,4,2,1,*,1,1,4,5,3,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,2,2,2,-,1,1,-,1,-,-,-,1,-,-,1,1,-,1,-,-,-,-,-,*,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,NET: Do not trust,2,2,-,1,1,-,1,-,-,-,1,-,-,1,1,-,1,-,-,-,-,-,*,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,Mean,3.96,3.88,4.09,3.62,3.62,4,3.57,4.38,3.88,4.06,4.05,3.96,3.74,3.79,4.2,4.63,3.81,3.9,4.28,4.17,3.72,3.95,4.01,3.79,3.8,3.19,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,0.71,0.68,0.76,0.72,0.72,0.87,0.77,0.7,0.66,0.62,0.73,0.6,0.61,0.95,0.98,0.97,0.98,0.55,0.78,0.5,0.5,0.59,0.62,0.77,0.61,0.45,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,133,78,55,14,13,11,15,17,21,55,77,32,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,120,74*,46*,14**,13**,11**,14**,16**,19**,47*,64*,28**,15**,14**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,NET: Trust,93,56,37,9,8,7,12,11,15,39,49,23,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,5 - Trust completely,23,13,10,6,5,1,2,2,3,9,13,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,4,70,43,28,3,3,6,11,9,12,30,35,19,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,3,21,14,7,3,3,4,1,3,4,6,14,4,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,2,6,5,2,2,2,-,1,2,-,2,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,NET: Do not trust,6,5,2,2,2,-,1,2,-,2,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,Mean,3.91,3.86,3.99,3.97,3.91,3.72,3.97,3.76,3.93,3.96,3.95,3.93,3.93,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,0.75,0.78,0.72,1.11,1.12,0.68,0.64,0.88,0.6,0.71,0.72,0.64,0.8,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,118,82,36,5,4,11,12,18,20,52,59,33,12,14,10,-,12,8,7,10,7,12,17,17,16,2,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,112,79*,34*,5**,3**,11**,12**,15**,20**,50*,52*,33*,11**,17**,9**,-**,13**,9**,7**,9**,5**,10**,16**,17**,15**,2**,97*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,83,61,22,5,3,8,7,11,15,38,41,23,8,12,5,-,10,5,6,6,3,7,13,13,11,2,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,25,19,5,1,1,2,3,3,5,11,12,9,2,2,2,-,3,1,4,2,1,3,2,3,3,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,4,59,42,17,4,2,6,4,8,10,27,29,14,6,9,3,-,8,4,2,4,2,4,11,10,8,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,3,27,16,11,-,-,3,4,4,5,11,9,9,3,5,4,-,3,3,1,1,2,2,3,4,4,-,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,2,2,2,-,-,-,-,1,-,-,1,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,NET: Do not trust,2,2,-,-,-,-,1,-,-,1,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
