table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,145,78,67,7,7,9,15,20,24,70,58,44,16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,138,75*,62*,7**,7**,8**,17**,17**,21**,67*,50*,42*,18**,28**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,NET: Trust,54,29,25,3,3,4,5,4,7,32,15,22,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,5 - Trust completely,11,5,6,-,-,-,2,1,2,7,3,5,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,4,43,24,19,3,3,4,3,3,5,25,12,17,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,3,64,40,24,2,2,3,7,9,14,30,28,14,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,2,14,5,9,2,2,1,2,4,1,5,6,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,1 - Do not trust at all,5,1,4,-,-,1,2,1,-,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,NET: Do not trust,19,6,13,2,2,1,5,5,1,5,7,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,Mean,3.3,3.37,3.21,3.08,3.08,3.23,3.01,2.94,3.33,3.48,3.22,3.52,3.05,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,0.9,0.76,1.04,0.91,0.91,1.01,1.25,0.91,0.71,0.81,0.81,0.94,0.79,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,135,67,68,6,5,11,10,14,32,62,36,46,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,132,65*,67*,8**,7**,10**,13**,13**,29**,59*,34*,46*,25**,26**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,NET: Trust,52,26,26,1,1,4,5,6,14,23,10,19,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,5 - Trust completely,15,6,8,-,-,1,3,3,2,6,3,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,4,37,20,18,1,1,3,2,3,12,17,7,13,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,3,61,30,31,5,4,4,6,6,10,30,19,21,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,2,13,5,8,1,1,-,2,1,3,6,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,1 - Do not trust at all,6,4,2,2,2,2,-,-,2,1,2,3,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,NET: Do not trust,19,9,10,3,3,2,2,1,5,7,5,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,Mean,3.32,3.29,3.35,2.53,2.48,3.08,3.5,3.63,3.31,3.36,3.19,3.33,3.17,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,0.96,0.98,0.94,0.96,1,1.29,1.05,0.95,0.96,0.85,0.92,1,0.95,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,169,95,74,8,7,23,21,14,29,74,51,39,39,40,10,4,18,15,10,9,13,13,26,27,17,7,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,175,94*,80*,9**,8**,23**,23**,19**,27**,75*,48*,41*,41*,44*,9**,4**,21**,20**,12**,9**,9**,11**,25**,31**,18**,4**,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,87,44,43,1,1,11,10,6,9,49,29,15,18,24,7,4,11,8,8,5,4,6,13,11,7,2,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,20,12,8,-,-,2,-,2,3,13,5,3,5,8,1,-,2,-,2,1,-,3,8,-,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,4,67,32,35,1,1,9,10,5,6,36,24,12,13,17,6,4,9,8,6,4,4,3,5,11,6,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,3,63,35,28,2,1,11,9,5,15,22,14,18,13,18,1,-,7,8,3,2,5,5,8,14,7,2,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,2,20,11,9,3,3,1,4,7,2,3,2,7,10,1,1,-,3,2,1,1,1,-,5,4,4,-,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,4,4,-,3,3,-,-,-,-,1,3,1,-,-,-,-,-,1,-,-,-,-,-,3,-,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,24,15,9,6,6,1,4,7,2,4,5,8,10,1,1,-,3,3,1,1,1,-,5,7,4,-,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,Mean,3.45,3.39,3.53,2.18,2.02,3.56,3.24,3.06,3.38,3.77,3.55,3.23,3.3,3.7,3.71,4,3.53,3.2,3.79,3.67,3.34,3.85,3.66,3.04,3.24,3.76,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,0.93,1,0.83,1.14,1.19,0.73,0.77,1.05,0.82,0.83,0.97,0.91,0.97,0.8,0.81,0,0.87,0.87,0.82,0.96,0.62,0.9,1.14,0.94,0.85,1.02,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,145,84,61,6,5,13,14,25,24,63,66,43,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,141,80*,61*,6**,5**,14**,11**,22**,23**,65*,63*,42*,22**,14**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,NET: Trust,51,30,21,-,-,4,3,4,10,31,19,20,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,5 - Trust completely,5,1,4,-,-,-,-,1,-,4,2,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,4,46,29,17,-,-,4,3,3,10,27,16,17,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,3,69,37,32,3,2,7,6,12,12,29,34,18,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,2,18,11,7,3,3,4,2,4,1,4,9,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,1 - Do not trust at all,3,2,1,-,-,-,1,2,-,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,NET: Do not trust,21,13,8,3,3,4,2,6,1,5,10,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,Mean,3.22,3.19,3.26,2.54,2.42,2.94,2.97,2.89,3.38,3.45,3.15,3.41,3.12,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 43,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,0.8,0.79,0.81,0.54,0.55,0.76,0.81,0.9,0.58,0.77,0.77,0.8,0.77,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,143,69,74,11,11,11,16,24,26,55,45,39,36,23,18,6,10,8,14,4,5,16,17,25,13,7,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,150,73*,77*,16**,16**,14**,14**,29**,24**,54*,46*,43*,37*,25**,19**,6**,9**,12**,13**,3**,5**,18**,23**,24**,13**,5**,121*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,NET: Trust,76,45,31,7,7,5,4,15,9,36,24,21,20,10,9,4,6,5,5,2,3,9,11,10,8,3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,5 - Trust completely,15,11,4,3,3,1,-,3,1,7,8,3,4,1,3,-,1,-,2,-,1,-,4,5,-,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,4,61,34,27,4,4,4,4,12,8,28,17,18,17,10,7,4,5,5,3,2,2,9,7,5,8,3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,3,53,18,35,6,6,5,3,12,12,15,15,16,11,11,6,1,2,2,7,1,2,5,10,13,3,2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,2,15,7,8,3,3,2,5,*,2,3,6,4,2,2,3,-,-,3,1,-,-,4,1,2,*,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,1 - Do not trust at all,6,3,3,1,1,1,2,1,1,-,-,1,4,1,-,-,2,1,-,-,-,-,1,-,2,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,NET: Do not trust,21,10,11,4,4,3,7,1,3,3,6,5,6,3,3,-,2,5,1,-,-,4,2,2,2,-,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,Mean,3.43,3.58,3.28,3.26,3.26,3.19,2.7,3.54,3.27,3.75,3.56,3.41,3.37,3.29,3.45,3.8,3.35,2.88,3.52,3.72,3.8,3.3,3.54,3.49,3.27,3.62,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,0.95,1,0.87,1.15,1.15,1.13,1.08,0.83,0.88,0.76,0.93,0.88,1.1,0.85,0.96,0.44,1.36,1.1,0.92,0.54,0.74,0.81,0.98,0.92,1.13,0.54,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,141,72,69,5,5,9,15,24,22,66,53,39,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,131,71*,61*,5**,5**,10**,14**,21**,18**,63*,45*,37*,27**,23**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,NET: Trust,48,28,20,1,1,2,5,9,6,26,18,14,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,5 - Trust completely,7,4,3,-,-,-,1,2,-,4,2,3,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,4,41,24,17,1,1,2,4,7,6,22,16,11,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,3,54,26,29,1,1,4,5,8,9,28,15,16,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,2,19,11,8,2,2,4,2,-,4,7,10,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,1 - Do not trust at all,9,6,3,1,1,-,2,4,-,2,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,NET: Do not trust,29,17,12,3,3,4,4,4,4,9,12,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,Mean,3.13,3.12,3.14,2.35,2.35,2.81,2.92,3.12,3.09,3.3,3.12,3.19,3.2,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 39,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,0.97,1.03,0.91,1.16,1.16,0.81,1.12,1.24,0.73,0.88,0.95,1.06,0.93,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,119,64,55,4,4,15,9,14,25,52,42,25,28,24,6,2,12,12,8,8,4,12,18,24,7,6,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,122,66*,56*,3**,3**,16**,9**,14**,27**,52*,38*,27**,30**,27**,6**,2**,14**,13**,10**,7**,4**,11**,18**,21**,9**,7**,105*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,59,31,28,1,1,6,5,9,13,24,16,15,10,18,2,-,8,8,4,4,3,4,9,10,5,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 51,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,12,5,8,*,*,3,1,3,4,1,5,1,2,4,1,-,1,1,1,2,-,-,3,2,2,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
